Species	Symbol	Ensembl	Family	Protein	Entrez_ID
Homo_sapiens	LHX4	ENSG00000121454	Homeobox	ENSP00000263726.2;	89884
Homo_sapiens	ZNF200	ENSG00000010539	zf-C2H2	ENSP00000380077.3;ENSP00000405786.2;ENSP00000395723.3;ENSP00000380079.4;ENSP00000458508.1;ENSP00000380080.4;	7752
Homo_sapiens	PRDM1	ENSG00000057657	zf-C2H2	ENSP00000358092.4;ENSP00000358087.2;ENSP00000498716.1;ENSP00000358085.3;ENSP00000498029.1;ENSP00000498580.1;	639
Homo_sapiens	TSHZ1	ENSG00000179981	zf-C2H2	ENSP00000464391.1;ENSP00000323584.5;ENSP00000453834.2;	10194
Homo_sapiens	NANOGNB	ENSG00000205857	Homeobox	ENSP00000492127.1;ENSP00000371553.1;	360030
Homo_sapiens	CRX	ENSG00000105392	Homeobox	ENSP00000445565.1;ENSP00000221996.5;	1406
Homo_sapiens	TOX2	ENSG00000124191	HMG	ENSP00000350849.5;ENSP00000344724.3;ENSP00000390278.1;ENSP00000362090.1;	84969
Homo_sapiens	MKX	ENSG00000150051	Homeobox	ENSP00000452751.1;ENSP00000364946.4;ENSP00000400896.1;	283078
Homo_sapiens	MYC	ENSG00000136997	bHLH	ENSP00000499182.1;ENSP00000367207.3;ENSP00000499105.1;ENSP00000478887.2;ENSP00000430235.2;	4609
Homo_sapiens	OLIG1	ENSG00000184221	bHLH	ENSP00000371785.1;	NA
Homo_sapiens	ATOH7	ENSG00000179774	bHLH	ENSP00000362777.3;	220202
Homo_sapiens	POU3F2	ENSG00000184486	Pou	ENSP00000329170.5;	5454
Homo_sapiens	BSX	ENSG00000188909	Homeobox	ENSP00000344285.2;	390259
Homo_sapiens	ZNF852	ENSG00000178917	zf-C2H2	ENSP00000497125.1;ENSP00000389841.2;	NA
Homo_sapiens	ZNF93	ENSG00000184635	zf-C2H2	ENSP00000342002.4;ENSP00000467553.1;ENSP00000491147.1;	81931
Homo_sapiens	ZNF501	ENSG00000186446	zf-C2H2	ENSP00000482632.1;ENSP00000379363.2;	115560
Homo_sapiens	JUN	ENSG00000177606	TF_bZIP	ENSP00000360266.2;ENSP00000503132.1;	3725
Homo_sapiens	SMAD5	ENSG00000113658	MH1	ENSP00000424279.1;ENSP00000446474.2;ENSP00000422954.1;ENSP00000426696.2;ENSP00000425749.1;ENSP00000441954.2;	4090
Homo_sapiens	SOX6	ENSG00000110693	HMG	ENSP00000507545.1;ENSP00000433233.1;ENSP00000434455.2;ENSP00000499737.1;ENSP00000379644.3;ENSP00000324948.6;ENSP00000432134.1;	55553
Homo_sapiens	GTF2I	ENSG00000263001	GTF2I	ENSP00000460070.1;ENSP00000484526.1;ENSP00000482476.1;ENSP00000509776.1;ENSP00000498682.1;ENSP00000499094.1;ENSP00000477837.1;ENSP00000404240.1;	2969
Homo_sapiens	CSRNP1	ENSG00000144655	CSRNP_N	ENSP00000422532.1;ENSP00000273153.5;	64651
Homo_sapiens	RAX	ENSG00000134438	Homeobox	ENSP00000334813.3;	30062
Homo_sapiens	ASCL4	ENSG00000187855	bHLH	ENSP00000345420.5;	121549
Homo_sapiens	INSM2	ENSG00000168348	zf-C2H2	ENSP00000306523.3;	NA
Homo_sapiens	CTCF	ENSG00000102974	zf-C2H2	ENSP00000495218.1;ENSP00000494358.1;ENSP00000493495.1;ENSP00000384707.1;ENSP00000494443.1;ENSP00000494408.1;ENSP00000264010.4;ENSP00000494538.1;ENSP00000495348.1;	10664
Homo_sapiens	IRF2	ENSG00000168310	IRF	ENSP00000377218.3;ENSP00000424552.1;ENSP00000422860.1;ENSP00000425037.1;ENSP00000427204.1;	3660
Homo_sapiens	HINFP	ENSG00000172273	zf-C2H2	ENSP00000318085.3;ENSP00000436815.1;	25988
Homo_sapiens	ZNF710	ENSG00000140548	zf-C2H2	ENSP00000453147.1;ENSP00000268154.3;ENSP00000453404.1;	NA
Homo_sapiens	DBX1	ENSG00000109851	Homeobox	ENSP00000436881.2;	120237
Homo_sapiens	HIC2	ENSG00000169635	ZBTB	ENSP00000384889.2;ENSP00000384889.2;ENSP00000385319.2;ENSP00000385319.2;ENSP00000387757.2;	23119
Homo_sapiens	IRF8	ENSG00000140968	IRF	ENSP00000456992.1;ENSP00000455048.1;ENSP00000268638.4;ENSP00000455816.1;ENSP00000455784.1;ENSP00000458047.1;	3394
Homo_sapiens	ZBTB7B	ENSG00000160685	ZBTB	ENSP00000438647.1;ENSP00000438647.1;ENSP00000357411.3;ENSP00000357411.3;ENSP00000406286.2;ENSP00000406286.2;ENSP00000292176.2;	51043
Homo_sapiens	ZNF582	ENSG00000018869	zf-C2H2	ENSP00000301310.3;ENSP00000465619.1;	147948
Homo_sapiens	ZNF197	ENSG00000186448	zf-C2H2	ENSP00000379370.1;ENSP00000345809.4;	10168
Homo_sapiens	NFE2L3	ENSG00000050344	TF_bZIP	ENSP00000056233.3;	NA
Homo_sapiens	ZNF20	ENSG00000132010	zf-C2H2	ENSP00000335437.5;	7568
Homo_sapiens	SNAI1	ENSG00000124216	zf-C2H2	ENSP00000244050.2;	6615
Homo_sapiens	ZNF496	ENSG00000162714	zf-C2H2	ENSP00000507236.1;ENSP00000294753.4;ENSP00000473324.1;	84838
Homo_sapiens	ZNF335	ENSG00000198026	zf-C2H2	ENSP00000325326.2;	63925
Homo_sapiens	RARB	ENSG00000077092	THR-like	ENSP00000510539.1;ENSP00000510073.1;ENSP00000508421.1;ENSP00000508527.1;ENSP00000332296.4;ENSP00000510044.1;ENSP00000510647.1;ENSP00000510313.1;ENSP00000509681.1;ENSP00000398840.2;ENSP00000391391.1;ENSP00000510520.1;ENSP00000510200.1;ENSP00000373282.5;ENSP00000510650.1;ENSP00000508498.1;ENSP00000508588.1;ENSP00000510405.1;ENSP00000508755.1;	5915
Homo_sapiens	ZFP1	ENSG00000184517	zf-C2H2	ENSP00000457044.1;ENSP00000333192.4;ENSP00000377080.2;	162239
Homo_sapiens	NR2F6	ENSG00000160113	RXR-like	ENSP00000291442.2;ENSP00000471686.1;	2063
Homo_sapiens	SIX5	ENSG00000177045	Homeobox	ENSP00000316842.4;ENSP00000453239.2;	NA
Homo_sapiens	PAXBP1	ENSG00000159086	GCFC	ENSP00000290178.4;ENSP00000328992.4;	94104
Homo_sapiens	ZNF879	ENSG00000234284	zf-C2H2	ENSP00000414887.2;	345462
Homo_sapiens	ZFP62	ENSG00000196670	zf-C2H2	ENSP00000426193.1;ENSP00000422987.1;ENSP00000423820.1;	643836
Homo_sapiens	HOXA9	ENSG00000078399	Homeobox	ENSP00000500958.1;ENSP00000501229.1;ENSP00000343619.6;	3205
Homo_sapiens	NFIX	ENSG00000008441	CTF_NFI	ENSP00000466735.1;ENSP00000466389.1;ENSP00000468794.1;ENSP00000502554.1;ENSP00000467785.1;ENSP00000467512.1;ENSP00000481181.2;ENSP00000353219.4;ENSP00000465616.1;ENSP00000351354.5;ENSP00000509710.1;ENSP00000465094.1;ENSP00000468707.1;ENSP00000380781.2;	4784
Homo_sapiens	PAX8	ENSG00000125618	PAX	ENSP00000263334.6;ENSP00000505425.1;ENSP00000380768.3;ENSP00000263335.7;ENSP00000314750.5;ENSP00000395498.3;	7849
Homo_sapiens	ZNF235	ENSG00000159917	zf-C2H2	ENSP00000291182.3;ENSP00000497018.1;	9310
Homo_sapiens	FOXP3	ENSG00000049768	Fork_head	ENSP00000451208.1;ENSP00000396415.3;ENSP00000365372.2;ENSP00000365380.4;ENSP00000428952.2;	50943
Homo_sapiens	FOXO1	ENSG00000150907	Fork_head	ENSP00000368880.4;	2308
Homo_sapiens	KLF1	ENSG00000105610	zf-C2H2	ENSP00000264834.3;	10661
Homo_sapiens	ZNF800	ENSG00000048405	zf-C2H2	ENSP00000376988.1;ENSP00000376989.1;ENSP00000265827.3;	168850
Homo_sapiens		ENSG00000142539	ETS	ENSP00000473233.1;	NA
Homo_sapiens	CSRNP3	ENSG00000178662	CSRNP_N	ENSP00000344042.4;ENSP00000387195.1;ENSP00000498841.1;ENSP00000412081.1;ENSP00000386278.1;ENSP00000318258.7;	80034
Homo_sapiens	ZNF577	ENSG00000161551	zf-C2H2	ENSP00000491349.1;ENSP00000491936.2;ENSP00000389652.2;ENSP00000301399.5;	84765
Homo_sapiens		ENSG00000286098	zf-C2H2	ENSP00000498410.1;	284391
Homo_sapiens	ZNF555	ENSG00000186300	zf-C2H2	ENSP00000467893.1;ENSP00000334853.3;	148254
Homo_sapiens	ZFAT	ENSG00000066827	zf-C2H2	ENSP00000367069.3;ENSP00000394501.2;ENSP00000429930.1;ENSP00000427831.1;ENSP00000427879.1;ENSP00000429091.1;ENSP00000428483.1;ENSP00000430924.1;	57623
Homo_sapiens	ELK4	ENSG00000158711	ETS	ENSP00000289703.4;ENSP00000350681.4;ENSP00000484946.1;ENSP00000483628.1;	2005
Homo_sapiens	CEBPE	ENSG00000092067	TF_bZIP	ENSP00000206513.5;	1053
Homo_sapiens	ZBTB33	ENSG00000177485	ZBTB	ENSP00000314153.2;ENSP00000314153.2;ENSP00000450969.1;	10009
Homo_sapiens	THRA	ENSG00000126351	THR-like	ENSP00000462955.1;ENSP00000464123.1;ENSP00000443972.1;ENSP00000395641.3;ENSP00000463466.1;ENSP00000377679.4;ENSP00000264637.4;	7067
Homo_sapiens	ZBTB18	ENSG00000179456	ZBTB	ENSP00000481278.1;ENSP00000481278.1;ENSP00000351539.4;ENSP00000351539.4;	10472
Homo_sapiens	ZNF227	ENSG00000131115	zf-C2H2	ENSP00000321049.6;ENSP00000467577.1;ENSP00000482749.1;ENSP00000375823.2;	7770
Homo_sapiens	ZNF445	ENSG00000185219	zf-C2H2	ENSP00000379387.2;ENSP00000413073.2;	353274
Homo_sapiens	ONECUT2	ENSG00000119547	CUT	ENSP00000419185.2;	NA
Homo_sapiens	HSFX3	ENSG00000283697	HSF	ENSP00000490928.1;	101928917
Homo_sapiens	MAX	ENSG00000125952	bHLH	ENSP00000452197.1;ENSP00000378104.2;ENSP00000451907.1;ENSP00000351490.4;ENSP00000450818.1;ENSP00000452286.1;ENSP00000246163.2;ENSP00000498863.1;ENSP00000284165.6;ENSP00000480127.1;ENSP00000342482.2;ENSP00000351175.4;ENSP00000452378.1;	4149
Homo_sapiens	ZBTB16	ENSG00000109906	ZBTB	ENSP00000506794.1;ENSP00000506794.1;ENSP00000506924.1;ENSP00000506924.1;ENSP00000376721.2;ENSP00000376721.2;ENSP00000506953.1;ENSP00000506953.1;ENSP00000508351.1;ENSP00000508351.1;ENSP00000506894.1;ENSP00000506894.1;ENSP00000507219.1;ENSP00000507219.1;ENSP00000507788.1;ENSP00000507788.1;ENSP00000507350.1;ENSP00000507350.1;ENSP00000506995.1;ENSP00000338157.4;	7704
Homo_sapiens	VEZF1	ENSG00000136451	zf-C2H2	ENSP00000462337.1;ENSP00000258963.3;ENSP00000464687.1;	7716
Homo_sapiens	HMX3	ENSG00000188620	Homeobox	ENSP00000350549.4;	340784
Homo_sapiens	ZNF479	ENSG00000185177	zf-C2H2	ENSP00000324518.6;ENSP00000333776.4;	90827
Homo_sapiens	ZBTB12	ENSG00000204366	ZBTB	ENSP00000364677.2;ENSP00000364677.2;	221527
Homo_sapiens	HOXD3	ENSG00000128652	Homeobox	ENSP00000386498.1;ENSP00000507129.1;ENSP00000249440.2;	3232
Homo_sapiens	EBF4	ENSG00000088881	COE	ENSP00000501430.1;ENSP00000477023.1;ENSP00000501336.1;ENSP00000405003.3;ENSP00000370022.4;ENSP00000501409.1;	57593
Homo_sapiens	PAX5	ENSG00000196092	PAX	ENSP00000367071.2;ENSP00000429637.1;ENSP00000367084.2;ENSP00000367078.2;ENSP00000429291.1;ENSP00000412188.1;ENSP00000350844.4;ENSP00000404687.1;ENSP00000367083.2;ENSP00000498443.1;ENSP00000430773.1;ENSP00000429359.1;ENSP00000431038.1;ENSP00000429197.1;	5079
Homo_sapiens	ZNF808	ENSG00000198482	zf-C2H2	ENSP00000352846.4;ENSP00000420522.1;	388558
Homo_sapiens	ZNF284	ENSG00000186026	zf-C2H2	ENSP00000411032.2;	342909
Homo_sapiens	ZNF229	ENSG00000278318	zf-C2H2	ENSP00000479884.1;ENSP00000479807.1;	7772
Homo_sapiens	ZNF821	ENSG00000102984	zf-C2H2	ENSP00000458112.1;	55565
Homo_sapiens	MLX	ENSG00000108788	bHLH	ENSP00000416627.1;ENSP00000246912.3;ENSP00000464697.1;ENSP00000320913.3;	6945
Homo_sapiens	IRF7	ENSG00000185507	IRF	ENSP00000331803.9;ENSP00000497234.1;ENSP00000432403.1;ENSP00000434524.1;ENSP00000436696.1;ENSP00000380697.1;ENSP00000434009.2;ENSP00000329411.5;ENSP00000497888.1;ENSP00000433903.1;ENSP00000434607.1;ENSP00000380700.2;ENSP00000497421.1;	3665
Homo_sapiens	NKX3-2	ENSG00000109705	Homeobox	ENSP00000371875.5;	579
Homo_sapiens	FOXP4	ENSG00000137166	Fork_head	ENSP00000309823.4;ENSP00000386958.1;ENSP00000362148.3;ENSP00000362154.3;	116113
Homo_sapiens	NFE2L2	ENSG00000116044	TF_bZIP	ENSP00000391590.1;ENSP00000411575.2;ENSP00000467401.1;ENSP00000380252.3;ENSP00000380253.4;	4780
Homo_sapiens	HSF5	ENSG00000176160	HSF	ENSP00000313243.3;	124535
Homo_sapiens	ZNF554	ENSG00000172006	zf-C2H2	ENSP00000321132.4;	115196
Homo_sapiens	ZNF248	ENSG00000198105	zf-C2H2	ENSP00000379208.3;ENSP00000349882.4;	57209
Homo_sapiens	ZNF674	ENSG00000251192	zf-C2H2	ENSP00000429148.1;ENSP00000428248.1;ENSP00000506769.1;	641339
Homo_sapiens	CREB1	ENSG00000118260	TF_bZIP	ENSP00000236995.3;ENSP00000405539.1;ENSP00000387699.2;	1385
Homo_sapiens	HES3	ENSG00000173673	bHLH	ENSP00000367130.3;	390992
Homo_sapiens	NR0B1	ENSG00000169297	Miscellaneous	ENSP00000368253.4;ENSP00000368246.1;	190
Homo_sapiens	TOX4	ENSG00000092203	HMG	ENSP00000393080.3;ENSP00000477868.1;	9878
Homo_sapiens	ATF6B	ENSG00000213676	TF_bZIP	ENSP00000364349.3;ENSP00000364347.4;ENSP00000393419.2;	1388
Homo_sapiens	IRX1	ENSG00000170549	Homeobox	ENSP00000305244.3;	79192
Homo_sapiens	ZBTB7A	ENSG00000178951	ZBTB	ENSP00000471865.1;ENSP00000471865.1;ENSP00000323670.3;ENSP00000323670.3;	51341
Homo_sapiens	ZNF292	ENSG00000188994	zf-C2H2	ENSP00000358590.3;ENSP00000342847.4;ENSP00000428857.1;	23036
Homo_sapiens	ASCL1	ENSG00000139352	bHLH	ENSP00000266744.3;	NA
Homo_sapiens	NR1H2	ENSG00000131408	THR-like	ENSP00000469778.1;ENSP00000472526.1;ENSP00000471194.1;ENSP00000396151.2;ENSP00000471294.1;ENSP00000472138.1;ENSP00000470518.1;ENSP00000472271.1;ENSP00000499121.1;ENSP00000253727.4;	7376
Homo_sapiens	AFF3	ENSG00000144218	AF-4	ENSP00000395068.1;ENSP00000387207.1;ENSP00000386834.1;ENSP00000406484.1;ENSP00000399795.1;ENSP00000393732.2;ENSP00000500860.1;ENSP00000414099.1;ENSP00000500419.1;ENSP00000500270.1;ENSP00000500616.1;ENSP00000500310.1;ENSP00000396582.2;ENSP00000500612.1;ENSP00000317421.4;ENSP00000411383.1;ENSP00000500634.1;	3899
Homo_sapiens	HSFX1	ENSG00000171116	HSF	ENSP00000359444.4;	100506164
Homo_sapiens	CDX2	ENSG00000165556	Homeobox	ENSP00000370408.6;	1045
Homo_sapiens	ZSCAN5B	ENSG00000197213	zf-C2H2	ENSP00000466072.2;	342933
Homo_sapiens	SCRT1	ENSG00000261678	zf-C2H2	ENSP00000455711.1;	83482
Homo_sapiens	ZNF384	ENSG00000126746	zf-C2H2	ENSP00000321650.4;ENSP00000473311.1;ENSP00000412911.2;ENSP00000380019.3;ENSP00000354592.3;ENSP00000399572.3;ENSP00000507462.1;ENSP00000348018.4;	171017
Homo_sapiens	ZNF749	ENSG00000186230	zf-C2H2	ENSP00000333980.4;	388567
Homo_sapiens	POU6F1	ENSG00000184271	Pou	ENSP00000448389.2;ENSP00000330190.11;	5463
Homo_sapiens	HSFY2	ENSG00000169953	HSF	ENSP00000340971.4;ENSP00000372303.1;ENSP00000306549.3;	159119
Homo_sapiens	GATA4	ENSG00000136574	zf-GATA	ENSP00000435712.1;ENSP00000482268.2;ENSP00000435043.1;ENSP00000435347.1;ENSP00000334458.4;	2626
Homo_sapiens	ZNF317	ENSG00000130803	zf-C2H2	ENSP00000353554.2;ENSP00000247956.5;	57693
Homo_sapiens	MSC	ENSG00000178860	bHLH	ENSP00000321445.4;	9242
Homo_sapiens	PPARA	ENSG00000186951	THR-like	ENSP00000414752.1;ENSP00000385246.1;ENSP00000385523.1;	5465
Homo_sapiens	FOXD4	ENSG00000170122	Fork_head	ENSP00000371940.2;	2298
Homo_sapiens	GTF2IRD2B	ENSG00000174428	GTF2I	ENSP00000411454.3;ENSP00000499147.1;ENSP00000480037.1;ENSP00000480524.1;	389524
Homo_sapiens	ZNF738	ENSG00000172687	zf-C2H2	ENSP00000507366.1;	148203
Homo_sapiens	STAT5B	ENSG00000173757	STAT	ENSP00000293328.3;	6777
Homo_sapiens	KLF15	ENSG00000163884	zf-C2H2	ENSP00000296233.3;	28999
Homo_sapiens	ZNF835	ENSG00000127903	zf-C2H2	ENSP00000444747.1;	90485
Homo_sapiens	TAL1	ENSG00000162367	bHLH	ENSP00000294339.3;ENSP00000360951.1;ENSP00000510655.1;	6886
Homo_sapiens	ZNF708	ENSG00000182141	zf-C2H2	ENSP00000349401.2;ENSP00000469961.1;	7562
Homo_sapiens	PHOX2B	ENSG00000109132	Homeobox	ENSP00000226382.2;	8929
Homo_sapiens	TCF7L1	ENSG00000152284	HMG	ENSP00000282111.3;	83439
Homo_sapiens	POU2F3	ENSG00000137709	Pou	ENSP00000441687.2;ENSP00000260264.4;ENSP00000453150.2;	25833
Homo_sapiens	TSC22D3	ENSG00000157514	TSC22	ENSP00000314655.4;ENSP00000361459.2;ENSP00000361466.4;ENSP00000361458.4;ENSP00000510224.1;ENSP00000361474.2;ENSP00000361457.4;ENSP00000427427.1;ENSP00000425414.1;ENSP00000421016.1;	1831
Homo_sapiens	TGIF2LX	ENSG00000153779	Homeobox	ENSP00000355119.4;ENSP00000453704.1;	90316
Homo_sapiens	NR3C1	ENSG00000113580	ESR-like	ENSP00000387672.2;ENSP00000427672.1;ENSP00000498663.1;ENSP00000377977.2;ENSP00000422518.1;ENSP00000405282.2;ENSP00000377979.2;ENSP00000231509.3;ENSP00000343205.2;	2908
Homo_sapiens	BARX2	ENSG00000043039	Homeobox	ENSP00000281437.4;	8538
Homo_sapiens	PRDM10	ENSG00000170325	zf-C2H2	ENSP00000398431.2;ENSP00000351686.5;ENSP00000431262.1;ENSP00000302669.6;ENSP00000354118.3;ENSP00000432237.1;	56980
Homo_sapiens	ZNF175	ENSG00000105497	zf-C2H2	ENSP00000262259.2;	7728
Homo_sapiens	ARID4B	ENSG00000054267	ARID	ENSP00000264183.3;ENSP00000391497.1;ENSP00000264184.4;ENSP00000394663.1;ENSP00000355562.2;	51742
Homo_sapiens	ZNF605	ENSG00000196458	zf-C2H2	ENSP00000376135.3;ENSP00000353314.3;	100289635
Homo_sapiens	LYL1	ENSG00000104903	bHLH	ENSP00000264824.3;	4066
Homo_sapiens	ANHX	ENSG00000227059	Homeobox	ENSP00000409950.1;ENSP00000439513.2;	647589
Homo_sapiens	ZBTB21	ENSG00000173276	ZBTB	ENSP00000381523.3;ENSP00000381517.3;ENSP00000381512.1;ENSP00000308759.5;	49854
Homo_sapiens	ZNF174	ENSG00000103343	zf-C2H2	ENSP00000460397.1;ENSP00000268655.4;	7727
Homo_sapiens	ZXDB	ENSG00000198455	zf-C2H2	ENSP00000364023.1;	158586
Homo_sapiens	ZNF282	ENSG00000170265	zf-C2H2	ENSP00000477841.1;	8427
Homo_sapiens	ZNF827	ENSG00000151612	zf-C2H2	ENSP00000421863.1;ENSP00000499364.1;ENSP00000498532.1;ENSP00000499840.1;ENSP00000424541.2;ENSP00000499867.1;ENSP00000424456.2;ENSP00000499383.2;ENSP00000368761.4;ENSP00000423130.1;	152485
Homo_sapiens	ZNF784	ENSG00000179922	zf-C2H2	ENSP00000320096.2;	147808
Homo_sapiens	ZNF696	ENSG00000185730	zf-C2H2	ENSP00000427857.1;ENSP00000328515.3;	79943
Homo_sapiens	CDX4	ENSG00000131264	Homeobox	ENSP00000362613.1;	1046
Homo_sapiens	ZBTB14	ENSG00000198081	ZBTB	ENSP00000349503.4;ENSP00000349503.4;ENSP00000484129.1;ENSP00000383009.3;ENSP00000478971.1;ENSP00000463555.1;ENSP00000462112.1;ENSP00000499212.1;ENSP00000463414.1;	7541
Homo_sapiens	MLXIPL	ENSG00000009950	bHLH	ENSP00000392636.1;ENSP00000320886.3;ENSP00000412330.2;	51085
Homo_sapiens	ZNF599	ENSG00000153896	zf-C2H2	ENSP00000333802.6;	148103
Homo_sapiens	HSFY1	ENSG00000172468	HSF	ENSP00000342302.4;ENSP00000372307.2;ENSP00000303599.2;ENSP00000311166.4;	86614
Homo_sapiens	ZBTB7C	ENSG00000184828	ZBTB	ENSP00000468254.1;ENSP00000468254.1;ENSP00000468782.1;ENSP00000468782.1;ENSP00000467877.1;ENSP00000467877.1;ENSP00000439781.1;ENSP00000439781.1;	201501
Homo_sapiens	ZFP3	ENSG00000180787	zf-C2H2	ENSP00000320347.3;	NA
Homo_sapiens	ELF2	ENSG00000109381	ETS	ENSP00000368867.2;ENSP00000377782.1;ENSP00000510098.1;ENSP00000426087.1;ENSP00000351458.2;ENSP00000368868.1;ENSP00000426997.1;	1998
Homo_sapiens	NFYC	ENSG00000066136	NF-YC	ENSP00000361738.1;ENSP00000408867.2;ENSP00000361737.1;ENSP00000361754.4;ENSP00000361734.1;ENSP00000312617.5;ENSP00000433413.1;ENSP00000436710.1;ENSP00000409219.2;ENSP00000434404.1;ENSP00000404427.3;ENSP00000414299.2;ENSP00000396620.2;ENSP00000408315.2;ENSP00000433820.1;ENSP00000416403.1;ENSP00000397647.1;ENSP00000361736.1;	4802
Homo_sapiens	ZNF182	ENSG00000147118	zf-C2H2	ENSP00000366142.4;ENSP00000380165.1;	7569
Homo_sapiens		ENSG00000267022	zf-C2H2	ENSP00000467018.1;	NA
Homo_sapiens	LBX1	ENSG00000138136	Homeobox	ENSP00000359212.2;	10660
Homo_sapiens	HOXA4	ENSG00000197576	Homeobox	ENSP00000479166.1;ENSP00000448015.1;ENSP00000408845.2;ENSP00000353151.5;	3201
Homo_sapiens	THAP3	ENSG00000041988	THAP	ENSP00000464954.1;ENSP00000366854.3;ENSP00000473646.1;ENSP00000054650.4;ENSP00000311537.6;	90326
Homo_sapiens	FOXA2	ENSG00000125798	Fork_head	ENSP00000366319.4;ENSP00000400341.3;	3170
Homo_sapiens	ZFP82	ENSG00000181007	zf-C2H2	ENSP00000431265.1;	284406
Homo_sapiens	SOX21	ENSG00000125285	HMG	ENSP00000366144.2;	11166
Homo_sapiens	NR2C2	ENSG00000177463	RXR-like	ENSP00000388387.1;ENSP00000384463.2;ENSP00000483059.1;ENSP00000412473.1;ENSP00000413438.1;ENSP00000320447.6;ENSP00000376814.3;ENSP00000401807.1;	7182
Homo_sapiens	ZNF286A	ENSG00000187607	zf-C2H2	ENSP00000464218.1;ENSP00000397163.1;ENSP00000466154.1;ENSP00000464063.1;	NA
Homo_sapiens	HMX2	ENSG00000188816	Homeobox	ENSP00000341108.3;	3167
Homo_sapiens	ZNF155	ENSG00000204920	zf-C2H2	ENSP00000481677.1;ENSP00000465691.1;ENSP00000270014.1;ENSP00000385163.2;	7711
Homo_sapiens	ZNF138	ENSG00000197008	zf-C2H2	ENSP00000399528.1;ENSP00000303533.7;ENSP00000407262.2;	NA
Homo_sapiens	LMX1B	ENSG00000136944	Homeobox	ENSP00000436930.1;ENSP00000347684.5;ENSP00000362573.3;	4010
Homo_sapiens	MLXIP	ENSG00000175727	bHLH	ENSP00000312834.6;ENSP00000440769.1;ENSP00000445891.1;ENSP00000444507.1;	22877
Homo_sapiens	RFX7	ENSG00000181827	RFX	ENSP00000453611.4;ENSP00000453281.3;ENSP00000501278.1;ENSP00000501248.1;ENSP00000453376.2;ENSP00000501249.1;	64864
Homo_sapiens	ZNF224	ENSG00000267680	zf-C2H2	ENSP00000509045.1;ENSP00000337368.5;ENSP00000508532.1;	7767
Homo_sapiens	ZNF586	ENSG00000083828	zf-C2H2	ENSP00000379458.1;ENSP00000375583.3;	54807
Homo_sapiens	ZNF366	ENSG00000178175	zf-C2H2	ENSP00000313158.5;	NA
Homo_sapiens	HIC1	ENSG00000177374	ZBTB	ENSP00000382742.2;ENSP00000382742.2;ENSP00000314080.3;ENSP00000314080.3;ENSP00000477858.1;ENSP00000467045.1;ENSP00000460268.1;	3090
Homo_sapiens	CREB3L3	ENSG00000060566	TF_bZIP	ENSP00000472399.1;ENSP00000078445.1;ENSP00000469355.1;	84699
Homo_sapiens	ZNF551	ENSG00000204519	zf-C2H2	ENSP00000472674.1;ENSP00000282296.5;	90233
Homo_sapiens	TFAP2B	ENSG00000008196	AP-2	ENSP00000377265.2;	7021
Homo_sapiens	FOXN1	ENSG00000109101	Fork_head	ENSP00000464645.1;ENSP00000226247.2;	8456
Homo_sapiens	GSC2	ENSG00000063515	Homeobox	ENSP00000086933.2;	2928
Homo_sapiens	CUX1	ENSG00000257923	CUT	ENSP00000447373.2;ENSP00000450125.3;ENSP00000292535.7;ENSP00000353401.3;ENSP00000496653.1;ENSP00000494610.1;ENSP00000451558.1;ENSP00000446630.2;	1523
Homo_sapiens	SOX8	ENSG00000005513	HMG	ENSP00000293894.3;	NA
Homo_sapiens	SSRP1	ENSG00000149136	HMG	ENSP00000489564.1;ENSP00000278412.2;	6749
Homo_sapiens	ZNF213	ENSG00000085644	zf-C2H2	ENSP00000459177.1;ENSP00000460157.1;ENSP00000380087.3;ENSP00000459293.1;ENSP00000403892.3;	7760
Homo_sapiens	NR6A1	ENSG00000148200	GCNF-like	ENSP00000413701.2;ENSP00000420587.1;ENSP00000362686.3;ENSP00000341135.4;ENSP00000420267.1;	2649
Homo_sapiens	NOTO	ENSG00000214513	Homeobox	ENSP00000381486.3;	344022
Homo_sapiens	ZNF780B	ENSG00000128000	zf-C2H2	ENSP00000221355.6;ENSP00000391641.1;	163131
Homo_sapiens	SP100	ENSG00000067066	SAND	ENSP00000343023.4;ENSP00000386427.1;ENSP00000393679.1;ENSP00000264052.5;	6672
Homo_sapiens	THAP2	ENSG00000173451	THAP	ENSP00000310796.2;	83591
Homo_sapiens	ZNF343	ENSG00000088876	zf-C2H2	ENSP00000483851.1;ENSP00000482819.1;ENSP00000278772.4;	79175
Homo_sapiens	ZIC1	ENSG00000152977	zf-C2H2	ENSP00000282928.4;ENSP00000419664.1;	7545
Homo_sapiens	ETV6	ENSG00000139083	ETS	ENSP00000266427.3;ENSP00000379658.3;	2120
Homo_sapiens	ID4	ENSG00000172201	bHLH	ENSP00000367972.3;	NA
Homo_sapiens	ZNF70	ENSG00000187792	zf-C2H2	ENSP00000339314.3;	NA
Homo_sapiens		ENSG00000283201	zf-C2H2	ENSP00000478939.2;	440519
Homo_sapiens	ZNF525	ENSG00000203326	zf-C2H2	ENSP00000417696.1;ENSP00000419136.1;	170958
Homo_sapiens	MNX1	ENSG00000130675	Homeobox	ENSP00000401158.1;ENSP00000252971.5;ENSP00000438552.1;	3110
Homo_sapiens	SOHLH1	ENSG00000165643	bHLH	ENSP00000404438.1;ENSP00000298466.5;	402381
